timestamp,open,high,low,close,volume
1736061840000,98387.99,98400.0,98387.99,98399.99,0.94428
1736061900000,98400.0,98400.0,98399.99,98400.0,2.27537
1736061960000,98400.0,98400.0,98399.99,98400.0,0.70952
1736062020000,98399.99,98400.0,98387.92,98387.93,3.51107
1736062080000,98387.93,98387.93,98366.17,98366.17,1.83938
1736062140000,98366.18,98366.18,98339.97,98339.97,3.3431
1736062200000,98339.98,98345.87,98339.97,98345.87,1.9737
1736062260000,98345.86,98346.0,98345.86,98346.0,0.88534
1736062320000,98345.99,98346.0,98328.88,98328.88,5.5944
1736062380000,98328.88,98328.89,98328.88,98328.88,1.34777
1736062440000,98328.89,98328.89,98328.88,98328.88,0.60595
1736062500000,98328.89,98328.89,98328.88,98328.88,0.65837
1736062560000,98328.88,98336.67,98328.88,98336.66,3.00087
1736062620000,98336.67,98355.83,98336.67,98355.83,1.35862
1736062680000,98355.82,98355.83,98345.74,98345.74,2.19127
1736062740000,98345.74,98345.75,98345.74,98345.75,1.04036
1736062800000,98345.74,98345.75,98345.74,98345.74,0.41596
1736062860000,98345.74,98345.75,98345.74,98345.75,0.85213
1736062920000,98345.74,98345.75,98345.74,98345.74,0.61432
1736062980000,98345.74,98345.75,98345.74,98345.74,1.21246
1736063040000,98345.75,98345.75,98345.74,98345.75,0.6537
1736063100000,98345.74,98345.75,98333.33,98333.34,2.70434
1736063160000,98333.33,98333.34,98320.4,98320.4,1.47715
1736063220000,98320.4,98320.41,98313.5,98313.51,5.95873
1736063280000,98313.51,98313.51,98313.5,98313.51,0.77929
1736063340000,98313.5,98313.51,98313.5,98313.5,0.50705
1736063400000,98313.5,98313.51,98313.5,98313.51,1.6942
1736063460000,98313.51,98313.51,98313.5,98313.51,0.86378
1736063520000,98313.5,98313.51,98313.5,98313.51,0.93189
1736063580000,98313.5,98313.51,98295.18,98295.19,2.25619
1736063640000,98295.19,98295.19,98294.32,98294.32,0.80987
1736063700000,98294.32,98294.33,98285.22,98285.23,0.96106
1736063760000,98285.22,98285.23,98280.16,98280.17,1.0175
1736063820000,98280.16,98280.17,98280.16,98280.16,0.61936
1736063880000,98280.16,98280.17,98268.77,98268.77,2.2419
1736063940000,98268.77,98268.78,98268.77,98268.77,1.22838
1736064000000,98268.77,98268.78,98150.0,98180.69,36.95102
1736064060000,98180.7,98180.7,98119.9,98119.91,10.73973
1736064120000,98119.91,98128.9,98093.48,98093.48,4.50578
1736064180000,98093.48,98099.78,98000.0,98000.01,41.80828
1736064240000,98000.0,98029.63,97952.1,97961.48,23.12844
1736064300000,97961.47,98004.9,97953.99,97958.43,5.97987
1736064360000,97958.43,98023.81,97958.43,98021.0,9.83766
1736064420000,98021.0,98021.0,97908.02,97953.07,24.3187
1736064480000,97953.07,97984.53,97951.9,97984.52,5.59515
1736064540000,97984.53,97984.53,97955.58,97957.61,6.83218
1736064600000,97957.6,97984.13,97948.0,97948.0,7.17187
1736064660000,97948.0,97952.48,97930.91,97950.85,5.08269
1736064720000,97950.85,97950.86,97910.0,97936.32,13.82888
1736064780000,97936.31,97974.29,97936.31,97974.28,8.04613
1736064840000,97974.28,98016.12,97951.01,97951.01,10.00071
1736064900000,97951.02,97951.02,97900.0,97926.86,13.70261
1736064960000,97926.87,97926.87,97900.0,97904.55,10.56085
1736065020000,97904.55,97904.55,97836.98,97839.56,23.62845
1736065080000,97839.55,97870.77,97820.0,97844.0,13.41424
1736065140000,97844.0,97851.37,97777.77,97851.36,42.90772
1736065200000,97851.37,97876.66,97813.86,97818.88,8.98121
1736065260000,97818.88,97834.54,97806.19,97828.52,10.98558
1736065320000,97828.51,97867.0,97828.51,97866.99,4.81418
1736065380000,97867.0,97872.0,97842.99,97842.99,15.84364
1736065440000,97842.99,97870.63,97842.99,97870.62,3.16386
1736065500000,97870.63,97880.0,97862.53,97880.0,7.40301
1736065560000,97879.99,97895.82,97879.99,97895.82,10.4457
1736065620000,97895.81,97910.18,97895.81,97908.27,4.20701
1736065680000,97908.28,97920.0,97908.27,97912.44,4.36475
1736065740000,97912.91,97914.12,97897.1,97897.1,4.18115
1736065800000,97897.11,97897.11,97841.02,97861.22,17.00829
1736065860000,97861.23,97876.23,97861.22,97869.0,1.95143
1736065920000,97869.01,97885.34,97869.0,97885.34,2.01604
1736065980000,97885.33,97887.6,97885.33,97887.6,1.42124
1736066040000,97887.6,97908.04,97887.59,97893.73,3.79147
1736066100000,97893.72,97910.91,97893.72,97910.9,4.34084
1736066160000,97910.91,97936.0,97893.0,97921.99,11.91993
1736066220000,97921.99,97922.0,97921.99,97921.99,1.80778
1736066280000,97921.99,97922.0,97921.99,97922.0,1.65732
1736066340000,97922.0,97941.97,97916.0,97916.0,8.52982
1736066400000,97916.0,97916.01,97888.06,97888.07,2.6405
1736066460000,97888.06,97888.06,97853.87,97858.93,7.00419
1736066520000,97858.92,97864.37,97838.66,97838.66,3.361
1736066580000,97838.66,97849.92,97838.66,97849.91,1.59929
1736066640000,97849.92,97885.31,97849.91,97885.3,2.90052
1736066700000,97885.31,97890.85,97867.37,97874.25,3.61548
1736066760000,97874.31,97911.36,97874.31,97911.36,2.88316
1736066820000,97911.36,97911.36,97888.34,97888.34,1.83534
1736066880000,97888.34,97888.35,97873.53,97873.53,1.53952
1736066940000,97873.53,97873.54,97827.84,97827.84,3.76206
1736067000000,97827.84,97833.61,97827.84,97833.61,1.93549
1736067060000,97833.6,97833.61,97833.6,97833.61,1.64923
1736067120000,97833.61,97833.61,97833.6,97833.61,0.9917
1736067180000,97833.6,97850.01,97824.0,97850.0,3.0709
1736067240000,97850.01,97863.01,97846.05,97846.05,9.75291
1736067300000,97846.06,97846.06,97846.05,97846.05,0.64683
1736067360000,97846.05,97871.37,97846.05,97871.37,6.48375
1736067420000,97871.36,97871.37,97822.0,97822.01,3.24509
1736067480000,97822.01,97822.01,97822.0,97822.01,1.77718
1736067540000,97822.01,97861.05,97822.0,97861.04,4.16995
1736067600000,97861.04,97878.79,97861.04,97874.07,6.12617
1736067660000,97874.08,97886.97,97874.07,97886.97,1.15781
1736067720000,97886.96,97886.97,97858.13,97858.14,6.6029
1736067780000,97858.13,97858.14,97844.0,97844.0,1.39371
1736067840000,97844.0,97844.01,97838.38,97838.39,2.4695
1736067900000,97838.38,97838.39,97817.55,97817.56,2.19558
1736067960000,97817.55,97829.65,97816.59,97829.64,3.11151
1736068020000,97829.64,97829.65,97814.72,97814.73,2.1542
1736068080000,97814.72,97829.64,97814.72,97829.64,3.24731
1736068140000,97829.65,97848.89,97829.65,97848.88,3.37014
1736068200000,97848.89,97867.86,97848.88,97860.7,2.15584
1736068260000,97860.69,97867.19,97860.69,97867.19,2.05418
1736068320000,97867.18,97887.19,97867.18,97887.19,2.02062
1736068380000,97887.18,97927.72,97887.18,97927.72,4.18182
1736068440000,97927.72,97943.02,97904.2,97904.2,8.53812
1736068500000,97904.21,97922.86,97904.2,97922.86,2.91701
1736068560000,97922.86,97940.0,97922.85,97936.35,1.18081
1736068620000,97936.34,97940.0,97936.34,97939.99,1.05596
1736068680000,97939.99,97940.0,97939.99,97939.99,6.03392
1736068740000,97939.99,97940.0,97895.22,97904.22,8.67581
1736068800000,97904.21,97904.22,97885.72,97885.72,6.47487
1736068860000,97885.72,97885.72,97861.23,97861.24,2.10323
1736068920000,97861.23,97870.0,97840.76,97840.84,5.11021
1736068980000,97840.84,97840.85,97840.0,97840.0,2.12338
1736069040000,97840.01,97840.01,97838.11,97838.12,1.20115
1736069100000,97838.12,97859.55,97838.12,97859.55,2.58212
1736069160000,97859.54,97859.55,97859.54,97859.55,0.46112
1736069220000,97859.55,97859.55,97839.57,97843.73,2.19213
1736069280000,97843.73,97843.73,97843.72,97843.73,1.17827
1736069340000,97843.73,97843.73,97819.32,97819.33,2.67467
1736069400000,97819.32,97819.32,97813.11,97813.11,1.27625
1736069460000,97813.12,97822.46,97813.11,97822.45,6.49828
1736069520000,97822.45,97822.46,97800.0,97800.01,4.15725
1736069580000,97800.0,97800.01,97800.0,97800.0,7.38059
1736069640000,97800.01,97800.01,97800.0,97800.01,0.94254
1736069700000,97800.01,97800.01,97800.0,97800.0,3.17981
1736069760000,97800.01,97856.74,97800.0,97856.73,9.4032
1736069820000,97856.73,97856.74,97856.73,97856.73,1.0098
1736069880000,97856.73,97873.42,97856.73,97873.41,15.77929
1736069940000,97873.41,97873.42,97856.73,97856.74,2.20848
1736070000000,97856.73,97860.83,97836.15,97860.83,3.52569
1736070060000,97860.83,97870.69,97860.83,97870.68,1.47415
1736070120000,97870.68,97882.49,97870.68,97882.48,2.84127
1736070180000,97882.48,97894.26,97882.48,97894.26,1.56273
1736070240000,97894.26,97900.0,97894.25,97899.99,5.75083
1736070300000,97900.0,97910.74,97882.71,97889.79,11.91956
1736070360000,97889.79,97889.8,97888.73,97888.74,2.52869
1736070420000,97888.74,97888.74,97837.21,97837.22,8.05896
1736070480000,97837.21,97837.22,97819.73,97831.3,3.47263
1736070540000,97831.29,97831.3,97799.87,97800.0,36.24418
1736070600000,97800.0,97800.0,97777.77,97777.78,7.81174
1736070660000,97777.77,97777.78,97767.99,97768.0,7.82691
1736070720000,97767.99,97767.99,97721.0,97733.6,14.69881
1736070780000,97733.61,97756.32,97733.6,97738.28,3.77403
1736070840000,97738.28,97738.29,97704.9,97704.91,4.84488
1736070900000,97704.92,97704.92,97700.68,97700.68,5.36944
1736070960000,97700.68,97727.0,97669.54,97726.99,18.09396
1736071020000,97727.0,97727.0,97672.49,97684.28,13.71894
1736071080000,97684.29,97684.29,97637.93,97657.89,14.41925
1736071140000,97657.89,97691.59,97652.19,97652.2,24.61925
1736071200000,97652.21,97663.66,97652.2,97661.97,4.64836
1736071260000,97661.97,97661.98,97648.72,97648.73,6.22383
1736071320000,97648.73,97648.73,97600.0,97606.06,52.66922
1736071380000,97606.07,97667.59,97606.06,97667.59,18.92897
1736071440000,97667.58,97702.76,97667.58,97702.75,5.01814
1736071500000,97702.76,97712.01,97667.59,97691.72,9.82454
1736071560000,97691.72,97691.72,97649.84,97649.85,5.02669
1736071620000,97649.84,97669.23,97648.0,97669.23,3.40349
1736071680000,97669.22,97727.0,97669.22,97724.14,10.89131
1736071740000,97726.99,97726.99,97704.62,97710.0,8.0263
1736071800000,97709.99,97710.0,97709.99,97709.99,1.88009
1736071860000,97709.99,97734.91,97709.76,97732.62,14.72435
1736071920000,97732.62,97759.33,97732.61,97759.33,19.28899
1736071980000,97759.33,97776.68,97749.99,97750.0,10.63759
1736072040000,97749.99,97750.0,97724.8,97724.81,7.55749
1736072100000,97724.81,97728.97,97716.0,97716.0,8.44526
1736072160000,97716.0,97716.0,97680.0,97680.01,4.15195
1736072220000,97680.01,97718.38,97680.0,97718.37,5.32076
1736072280000,97718.38,97756.48,97716.16,97756.47,7.73887
1736072340000,97756.47,97756.48,97724.78,97751.48,7.44892
1736072400000,97751.49,97751.49,97747.28,97747.28,1.55954
1736072460000,97747.28,97747.29,97745.61,97745.61,2.11126
1736072520000,97745.61,97745.62,97722.88,97722.88,2.86033
1736072580000,97722.88,97722.89,97701.92,97701.93,0.94485
1736072640000,97701.93,97701.93,97623.67,97623.68,5.20991
1736072700000,97623.68,97642.74,97623.67,97634.69,3.64538
1736072760000,97634.69,97634.69,97634.68,97634.68,1.47091
1736072820000,97634.68,97634.69,97634.68,97634.68,1.37124
1736072880000,97634.69,97634.69,97605.31,97605.32,2.39631
1736072940000,97605.31,97605.32,97600.01,97600.02,2.43378
1736073000000,97600.02,97630.44,97600.01,97625.3,11.64476
1736073060000,97625.31,97663.53,97625.3,97661.44,6.73554
1736073120000,97661.44,97663.06,97661.44,97663.01,3.1914
1736073180000,97663.0,97663.01,97663.0,97663.0,1.76751
1736073240000,97663.01,97667.7,97663.0,97667.7,3.31115
1736073300000,97667.69,97689.18,97667.69,97689.18,4.0996
1736073360000,97689.18,97689.18,97672.81,97672.81,1.64891
1736073420000,97672.81,97715.25,97672.8,97715.24,9.32743
1736073480000,97715.24,97715.24,97715.23,97715.23,4.05342
1736073540000,97715.23,97715.24,97693.82,97704.28,2.15128
1736073600000,97704.29,97705.51,97704.29,97705.51,0.60756
1736073660000,97705.5,97705.51,97705.5,97705.5,2.04711
1736073720000,97705.51,97705.51,97700.0,97700.0,4.13611
1736073780000,97700.01,97700.01,97699.72,97699.73,1.79753
1736073840000,97699.72,97699.73,97695.0,97695.0,1.38381
1736073900000,97695.0,97695.01,97695.0,97695.0,2.32678
1736073960000,97695.0,97695.01,97695.0,97695.0,0.6299
1736074020000,97695.0,97695.01,97695.0,97695.01,2.28732
1736074080000,97695.0,97748.84,97695.0,97748.8,10.91129
1736074140000,97748.8,97748.8,97727.27,97727.27,1.57343
1736074200000,97727.28,97738.5,97727.27,97738.49,1.75051
1736074260000,97738.49,97738.5,97704.7,97704.71,1.95769
1736074320000,97704.7,97704.71,97700.0,97700.0,0.77459
1736074380000,97700.01,97700.01,97700.0,97700.01,0.50126
1736074440000,97700.01,97711.22,97700.0,97711.22,3.45929
1736074500000,97711.21,97727.69,97711.21,97727.69,3.90307
1736074560000,97727.69,97727.72,97727.68,97727.71,3.70937
1736074620000,97727.72,97737.5,97727.71,97737.49,2.17448
1736074680000,97737.5,97737.5,97737.48,97737.49,1.32041
1736074740000,97737.48,97737.49,97737.48,97737.48,0.74948
1736074800000,97737.48,97737.49,97708.81,97727.81,3.78878
1736074860000,97727.82,97727.82,97715.87,97717.99,3.89215
1736074920000,97717.99,97717.99,97700.01,97714.29,4.2962
1736074980000,97714.29,97740.45,97714.29,97740.44,3.1585
1736075040000,97740.45,97745.74,97740.44,97745.74,1.32985
1736075100000,97745.74,97767.65,97745.73,97767.64,4.54898
1736075160000,97767.65,97767.65,97709.5,97709.5,3.33396
1736075220000,97709.51,97709.51,97700.0,97700.0,1.15736
1736075280000,97700.01,97700.01,97691.3,97691.3,1.63298
1736075340000,97691.31,97691.31,97685.53,97685.54,0.74559
1736075400000,97685.54,97688.63,97685.53,97688.62,3.17153
1736075460000,97688.62,97688.63,97688.62,97688.63,1.48872
1736075520000,97688.63,97688.63,97688.62,97688.63,0.72384
1736075580000,97688.62,97706.2,97688.62,97706.2,2.35817
1736075640000,97706.2,97706.2,97706.19,97706.19,0.76512
1736075700000,97706.2,97706.2,97706.19,97706.2,0.96612
1736075760000,97706.2,97764.96,97706.19,97764.96,5.40779
1736075820000,97764.95,97811.25,97764.95,97811.25,18.04749
1736075880000,97811.25,97822.16,97786.03,97786.03,5.09626
1736075940000,97786.03,97822.13,97786.03,97822.12,4.5564
1736076000000,97822.13,97822.13,97796.54,97796.54,1.65334
1736076060000,97796.55,97796.55,97792.0,97792.0,3.02066
1736076120000,97792.0,97792.01,97792.0,97792.01,2.36597
1736076180000,97792.01,97792.01,97770.26,97770.27,1.81378
1736076240000,97770.27,97770.27,97753.99,97768.9,4.16476
1736076300000,97768.9,97768.9,97762.15,97762.16,1.25378
1736076360000,97762.15,97762.16,97762.15,97762.15,1.21671
1736076420000,97762.16,97769.77,97750.0,97750.01,2.87546
1736076480000,97750.0,97750.01,97727.27,97727.27,1.48862
1736076540000,97727.28,97727.28,97727.27,97727.27,0.65941
1736076600000,97727.27,97735.96,97727.27,97727.27,4.31022
1736076660000,97727.28,97727.28,97671.0,97696.97,4.66315
1736076720000,97696.96,97696.97,97678.0,97678.0,1.3705
1736076780000,97678.01,97678.01,97647.53,97647.54,2.88084
1736076840000,97647.54,97647.54,97625.94,97625.94,2.67347
1736076900000,97625.95,97662.06,97625.94,97648.58,11.23236
1736076960000,97648.58,97648.58,97634.07,97634.07,1.69348
1736077020000,97634.08,97646.04,97634.07,97646.04,1.81804
1736077080000,97646.03,97666.06,97646.03,97666.05,1.86577
1736077140000,97666.05,97671.01,97666.05,97671.0,1.64659
1736077200000,97671.0,97671.01,97641.35,97641.36,2.11659
1736077260000,97641.36,97658.09,97641.35,97658.09,2.28705
1736077320000,97658.09,97658.09,97640.5,97640.51,2.65001
1736077380000,97640.51,97640.51,97640.5,97640.51,0.71452
1736077440000,97640.51,97668.62,97640.5,97668.62,3.41851
1736077500000,97668.62,97668.62,97652.01,97652.01,3.30054
1736077560000,97652.0,97661.46,97651.12,97661.46,2.78316
1736077620000,97661.46,97661.51,97648.47,97648.48,2.30871
1736077680000,97648.47,97653.89,97648.47,97653.88,1.13981
1736077740000,97653.89,97664.9,97653.88,97664.89,5.37264
1736077800000,97664.9,97664.9,97644.96,97644.97,2.79563
1736077860000,97644.96,97644.97,97640.5,97640.5,2.8276
1736077920000,97640.5,97640.51,97640.2,97640.21,1.23903
1736077980000,97640.21,97640.21,97631.99,97632.0,4.74715
1736078040000,97631.99,97632.0,97616.54,97616.55,4.21753
1736078100000,97616.54,97624.0,97615.13,97623.99,10.87377
1736078160000,97624.0,97640.5,97623.99,97640.5,2.51421
1736078220000,97640.49,97641.63,97640.49,97641.63,4.32646
1736078280000,97641.63,97641.63,97641.62,97641.63,1.10876
1736078340000,97641.63,97641.63,97641.62,97641.63,0.84333
1736078400000,97641.62,97648.79,97641.62,97646.64,4.02844
1736078460000,97646.65,97646.65,97646.64,97646.64,1.68057
1736078520000,97646.65,97646.65,97646.64,97646.64,1.48008
1736078580000,97646.64,97646.65,97646.64,97646.64,1.04713
1736078640000,97646.64,97669.87,97646.64,97669.87,4.32063
1736078700000,97669.87,97669.87,97669.86,97669.86,2.55859
1736078760000,97669.87,97669.87,97655.33,97655.33,4.13128
1736078820000,97655.34,97655.34,97654.77,97654.78,2.51783
1736078880000,97654.77,97654.78,97648.11,97648.11,0.93102
1736078940000,97648.11,97648.12,97600.0,97605.45,5.41037
1736079000000,97605.44,97605.45,97600.0,97602.56,2.12285
1736079060000,97602.55,97602.56,97569.04,97590.81,12.89611
1736079120000,97590.8,97667.67,97590.8,97667.67,13.10175
1736079180000,97667.67,97693.42,97667.66,97693.42,2.40432
1736079240000,97693.42,97737.9,97693.41,97737.64,7.18005
1736079300000,97737.63,97737.91,97727.99,97732.82,4.7062
1736079360000,97732.83,97757.58,97732.83,97757.57,2.63866
1736079420000,97757.57,97788.0,97757.57,97777.65,4.98991
1736079480000,97777.65,97831.07,97777.65,97831.07,5.97024
1736079540000,97831.07,97922.89,97831.07,97851.83,22.37449
1736079600000,97851.83,97851.84,97777.63,97777.64,5.24903
1736079660000,97777.63,97811.97,97769.39,97811.46,12.10593
1736079720000,97811.46,97811.46,97797.18,97797.19,2.11076
1736079780000,97797.18,97797.19,97791.31,97791.31,1.414
1736079840000,97791.32,97791.32,97774.03,97774.04,2.68706
1736079900000,97774.03,97774.04,97716.04,97716.04,8.58924
1736079960000,97716.04,97716.05,97680.0,97680.02,8.21349
1736080020000,97680.02,97775.51,97680.01,97775.2,10.00721
1736080080000,97775.2,97775.2,97741.93,97741.93,4.22109
1736080140000,97741.93,97741.94,97717.26,97717.27,2.65019
1736080200000,97717.26,97751.51,97717.26,97733.28,6.53242
1736080260000,97733.28,97781.81,97733.28,97748.73,5.45661
1736080320000,97748.74,97748.74,97741.42,97741.42,2.58416
1736080380000,97741.42,97750.0,97708.02,97708.02,4.63385
1736080440000,97708.03,97721.52,97708.02,97720.15,2.82325
1736080500000,97720.15,97722.38,97706.04,97722.37,2.04292
1736080560000,97722.38,97722.38,97673.67,97673.68,11.02655
1736080620000,97673.68,97714.0,97673.67,97710.07,6.28375
1736080680000,97710.06,97738.35,97705.51,97733.58,12.73303
1736080740000,97733.59,97771.84,97733.58,97756.86,7.08058
1736080800000,97756.86,97787.88,97756.86,97780.5,3.13547
1736080860000,97780.51,97796.0,97780.5,97795.99,1.12038
1736080920000,97795.99,97796.0,97743.21,97743.22,4.80642
1736080980000,97743.21,97743.22,97743.21,97743.22,1.62953
1736081040000,97743.21,97769.67,97743.21,97769.66,2.97835
1736081100000,97769.67,97795.99,97746.12,97795.98,6.42664
1736081160000,97795.98,97795.99,97783.33,97790.04,3.19077
1736081220000,97790.05,97858.97,97790.04,97858.96,5.57849
1736081280000,97858.97,97868.65,97841.99,97842.0,4.18919
1736081340000,97842.0,97876.0,97841.99,97875.99,4.30465
1736081400000,97875.99,97900.0,97850.31,97850.32,7.35844
1736081460000,97850.31,97884.24,97850.31,97879.47,3.32151
1736081520000,97879.48,97956.66,97879.47,97930.56,18.20811
1736081580000,97930.55,97930.56,97897.19,97897.2,2.19492
1736081640000,97897.19,97897.2,97880.21,97880.21,4.58955
1736081700000,97880.22,97880.22,97834.7,97834.7,4.49216
1736081760000,97834.7,97834.7,97834.69,97834.7,1.00798
1736081820000,97834.7,97834.7,97793.77,97793.78,5.5085
1736081880000,97793.77,97793.78,97772.93,97772.94,4.34042
1736081940000,97772.93,97772.94,97770.0,97770.01,3.15814
1736082000000,97770.01,97770.01,97737.2,97764.68,15.18961
1736082060000,97764.69,97792.1,97764.68,97792.09,5.75571
1736082120000,97792.1,97815.14,97790.21,97815.14,2.61368
1736082180000,97815.14,97827.06,97799.07,97799.07,2.81078
1736082240000,97799.08,97799.08,97792.48,97792.48,0.77243
1736082300000,97792.49,97828.25,97792.48,97809.99,3.47261
1736082360000,97809.99,97883.27,97809.98,97883.12,6.19215
1736082420000,97883.11,97905.51,97883.11,97892.56,5.89183
1736082480000,97892.56,97904.89,97892.56,97896.38,2.65693
1736082540000,97896.37,97896.38,97881.9,97881.9,2.53981
1736082600000,97881.9,97881.91,97879.42,97879.43,2.88357
1736082660000,97879.42,97895.06,97879.42,97881.96,5.05593
1736082720000,97881.95,97881.96,97881.95,97881.95,0.76296
1736082780000,97881.95,97881.96,97856.37,97871.56,2.88595
1736082840000,97871.56,97871.56,97860.91,97861.46,3.52268
1736082900000,97861.47,97863.16,97861.46,97863.15,0.75431
1736082960000,97863.16,97900.0,97863.15,97887.46,4.92101
1736083020000,97887.46,97900.0,97887.46,97900.0,1.28706
1736083080000,97899.99,97904.73,97899.99,97904.73,1.62077
1736083140000,97904.73,97928.93,97904.73,97923.24,4.50742
1736083200000,97923.24,97923.24,97889.87,97897.43,9.46857
1736083260000,97897.43,97919.19,97897.42,97916.0,7.58842
1736083320000,97916.0,97916.0,97875.24,97875.24,6.71172
1736083380000,97875.25,97875.25,97846.36,97849.29,2.5136
1736083440000,97849.28,97907.59,97849.28,97907.58,3.91719
1736083500000,97907.59,97936.66,97907.58,97936.65,4.92357
1736083560000,97936.65,97938.91,97936.65,97938.9,1.35695
1736083620000,97938.9,97959.66,97938.9,97959.66,2.49439
1736083680000,97959.66,97965.31,97959.65,97965.31,1.18239
1736083740000,97965.31,97965.31,97965.3,97965.3,2.99448
1736083800000,97965.3,97965.31,97965.3,97965.31,1.54583
1736083860000,97965.3,97965.31,97965.3,97965.31,6.12247
1736083920000,97965.31,97977.13,97965.3,97977.13,2.49122
1736083980000,97977.14,98018.96,97977.14,98018.95,6.54371
1736084040000,98018.96,98018.96,97988.22,97988.22,3.4166
1736084100000,97988.23,97988.27,97911.78,97911.78,13.07579
1736084160000,97911.78,97936.43,97900.0,97936.43,5.64428
1736084220000,97936.42,97949.99,97902.32,97902.33,9.18571
1736084280000,97902.32,97912.15,97902.32,97911.7,5.03571
1736084340000,97911.69,97911.7,97876.0,97884.08,8.71886
1736084400000,97884.08,97908.57,97884.08,97908.57,5.78844
1736084460000,97908.57,97908.57,97900.0,97900.0,3.2886
1736084520000,97900.0,97905.85,97900.0,97905.84,1.1172
1736084580000,97905.84,97905.85,97877.85,97877.86,4.80308
1736084640000,97877.86,97877.86,97877.85,97877.86,0.79674
1736084700000,97877.86,97877.86,97842.5,97842.51,3.39533
1736084760000,97842.5,97842.51,97842.5,97842.51,2.5802
1736084820000,97842.51,97842.51,97802.76,97813.21,4.11519
1736084880000,97813.21,97813.22,97808.56,97808.56,0.82547
1736084940000,97808.56,97808.57,97792.49,97792.49,4.19792
1736085000000,97792.49,97792.5,97785.75,97785.76,2.33794
1736085060000,97785.76,97785.76,97715.89,97715.89,4.79254
1736085120000,97715.9,97780.86,97715.9,97769.65,5.6549
1736085180000,97769.65,97769.65,97732.58,97741.48,7.73902
1736085240000,97741.48,97741.49,97741.47,97741.47,7.41122
1736085300000,97741.48,97770.81,97741.47,97770.8,12.7365
1736085360000,97770.81,97770.81,97749.73,97749.74,6.35672
1736085420000,97749.73,97749.74,97706.01,97706.02,8.4109
1736085480000,97706.02,97720.0,97680.18,97680.18,9.4458
1736085540000,97680.19,97689.96,97680.18,97689.96,5.12082
1736085600000,97689.96,97720.67,97689.95,97710.07,3.92799
